Total number of staff strength,,,2,,,,,4,,,,,6,,,,
End of Day 7,"Freq. of staff change, days",,1,3,7,14,21,1,3,7,14,21,1,3,7,14,21
No. of shift/ day     1,Number of staff per shift,5,0.4,0.3,0.5,0.5,0.5,0.1,0.2,0.25,0.25,0.25,0.07,0.1,0.17,0.17,0.17
,,10,0.43,0.45,0.5,0.5,0.5,0.12,0.21,0.25,0.25,0.25,0.07,0.12,0.17,0.17,0.17
,,20,0.5,0.5,0.5,0.5,0.5,0.25,0.3,0.25,0.25,0.25,0.1,0.19,0.17,0.17,0.17
,,30,0.5,0.5,0.5,0.5,0.5,0.35,0.35,0.25,0.25,0.25,0.14,0.22,0.17,0.17,0.17
2,Number of staff per shift,5,NA,NA,NA,NA,NA,0.15,0.2,0.25,0.25,0.25,0.07,0.1,0.17,0.17,0.17
,,10,NA,NA,NA,NA,NA,0.16,0.23,0.25,0.25,0.25,0.08,0.13,0.17,0.17,0.17
,,20,NA,NA,NA,NA,NA,0.26,0.31,0.25,0.25,0.25,0.12,0.19,0.17,0.17,0.17
,,30,NA,NA,NA,NA,NA,0.44,0.38,0.25,0.25,0.25,0.19,0.24,0.17,0.17,0.17
3,Number of staff per shift,5,NA,NA,NA,NA,NA,0.15,0.15,0.25,0.25,0.25,0.07,0.1,0.17,0.17,0.17
,,10,NA,NA,NA,NA,NA,0.21,0.25,0.25,0.25,0.25,0.08,0.13,0.17,0.17,0.17
,,20,NA,NA,NA,NA,NA,0.36,0.34,0.25,0.25,0.25,0.16,0.2,0.17,0.17,0.17
,,30,NA,NA,NA,NA,NA,0.48,0.4,0.25,0.25,0.25,0.22,0.25,0.17,0.17,0.17
End of Day 14,,,,,,,,,,,,,,,,,
No. of shift/ day     1,Number of staff per shift,5,0.5,0.5,0.5,0.5,0.5,0.25,0.3,0.25,0.25,0.25,0.12,0.17,0.17,0.17,0.17
,,10,0.5,0.5,0.5,0.5,0.5,0.47,0.55,0.25,0.25,0.25,0.19,0.32,0.17,0.17,0.17
,,20,0.5,0.5,0.5,0.5,0.5,0.81,0.71,0.25,0.25,0.25,0.42,0.51,0.17,0.17,0.17
,,30,0.5,0.5,0.5,0.5,0.5,0.93,0.73,0.25,0.25,0.25,0.61,0.54,0.17,0.17,0.17
2,Number of staff per shift,5,NA,NA,NA,NA,NA,0.32,0.35,0.25,0.25,0.25,0.13,0.2,0.17,0.17,0.17
,,10,NA,NA,NA,NA,NA,0.6,0.57,0.25,0.25,0.25,0.23,0.32,0.17,0.17,0.17
,,20,NA,NA,NA,NA,NA,0.89,0.79,0.25,0.25,0.25,0.54,0.57,0.17,0.17,0.17
,,30,NA,NA,NA,NA,NA,0.98,0.85,0.25,0.25,0.25,0.77,0.63,0.17,0.17,0.17
3,Number of staff per shift,5,NA,NA,NA,NA,NA,0.3,0.35,0.25,0.25,0.25,0.17,0.2,0.17,0.17,0.17
,,10,NA,NA,NA,NA,NA,0.68,0.55,0.25,0.25,0.25,0.31,0.37,0.17,0.17,0.17
,,20,NA,NA,NA,NA,NA,0.96,0.78,0.25,0.25,0.25,0.7,0.61,0.17,0.17,0.17
,,30,NA,NA,NA,NA,NA,1,0.86,0.25,0.25,0.25,0.87,0.72,0.17,0.17,0.17
End of Day 21,,,,,,,,,,,,,,,,,
No. of shift/ day     1,Number of staff per shift,5,0.5,0.5,0.5,0.5,0.5,0.43,0.5,0.4,0.25,0.25,0.2,0.3,0.23,0.17,0.17
,,10,0.5,0.5,0.5,0.5,0.5,0.82,0.78,0.42,0.25,0.25,0.41,0.53,0.3,0.17,0.17
,,20,0.5,0.5,0.5,0.5,0.5,0.97,0.88,0.41,0.25,0.25,0.8,0.69,0.3,0.17,0.17
,,30,0.5,0.5,0.5,0.5,0.5,1,0.88,0.42,0.25,0.25,0.91,0.71,0.3,0.17,0.17
2,Number of staff per shift,5,NA,NA,NA,NA,NA,0.65,0.55,0.4,0.25,0.25,0.23,0.3,0.27,0.17,0.17
,,10,NA,NA,NA,NA,NA,0.93,0.85,0.45,0.25,0.25,0.51,0.57,0.32,0.17,0.17
,,20,NA,NA,NA,NA,NA,1,0.95,0.46,0.25,0.25,0.9,0.78,0.35,0.17,0.17
,,30,NA,NA,NA,NA,NA,1,0.97,0.46,0.25,0.25,0.97,0.83,0.35,0.17,0.17
3,Number of staff per shift,5,NA,NA,NA,NA,NA,0.65,0.5,0.4,0.25,0.25,0.3,0.33,0.27,0.17,0.17
,,10,NA,NA,NA,NA,NA,0.95,0.85,0.47,0.25,0.25,0.66,0.65,0.33,0.17,0.17
,,20,NA,NA,NA,NA,NA,1,0.99,0.5,0.25,0.25,0.97,0.86,0.38,0.17,0.17
,,30,NA,NA,NA,NA,NA,1,0.99,0.5,0.25,0.25,0.99,0.91,0.39,0.17,0.17
